sub_category,title,text,table_markdown,images
공통,"소모품, 부품 구매는 어떻게 하나요?","▶부품을 구매하려 하나요? • 필터, 호스, 소모품 등 구매가 가능하며 판매 품목은 제품마다 상이합니다. • [부품구매] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요. • 서비스센터 홈페이지에서 구매하시려는 경우 제품의 모델명 또는 카테고리 선택 후 부품 명칭을 검색하시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 고객상담센터에서 구매하시려는 경우 제품의 모델명 또는 부품 명칭을 말씀해주시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 일부 부품은 안전상의 이유로 판매가 불가할 수 있으며, 전문가의 점검 및 서비스가 필요할 수 있습니다.",,없음
비데,노즐에서 물이 안나와요,"노즐은 움직이지만 노즐에서 물이 나오지 않은 경우 확인해 주세요. ▶정상적으로 물공급이 되고 있나요? •제품 설치 장소에 단수가 되었다면 수돗물이 정상적으로 공급될 때까지 기다려 주세요. • 제품에서만 물이 나오지 않는다면 중간밸브 및 수도밸브의 잠김 상태 또는 급수 호스의 꺾임, 눌림 등이 없는지 확인해 주세요. ※중간밸브는 수도배관에 따라 모양과 설치 위치가 상이할 수 있습니다. ▶원터치 필터가 장착된 모델인가요? • 원터치 필터가 장착된 모델은 필터를 잘못 조립했을 경우에도 물이 공급되지 않으므로 중간밸브를 잠근 후 다시 조립한 뒤 확인해 주세요. ☞서비스 접수는 [방문예약] 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/55910afea34a436ea8dd7e6b705bb5a4.png|https://static.service.skmagic.com/editor/faq/ckimg/725a8ac37e6a4029b1c10fce86680851.png
공통,"품질보증기간, 부품보유기간이 궁금해요","▶제품의 사용설명서, 간단설명서 뒷 부분에서 제품 보증서에서 품질보증기간, 부품보증기간을 확인해 주세요. • 상업용 제품아닌 일반 제품을 상업용으로 사용하는 경우 품질보증기간이 단축됩니다. • 품질보증기간내라도 안전점검을 요청하는경우 전문가의 점검 비용이 발생됩니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/079ca8eb2a424a4e9372d6c16f56336b.png
비데,온수램프가 깜박거리고 작동이 안돼요,▶온수 버튼이 깜빡이며 작동되지 않는 경우 확인해 주세요. • 비데의 입/출수 온도 센서 과열 및 단선으로 발생되는 에러입니다. • 전원코드선을 분리한 후 1시간 뒤 연결해도 해결되지 않는 경우 서비스 접수가 필요합니다. ☞서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,없음
비데,전원이 안들어와요/작동 중 전원이 꺼져요/차단기가 내려가요,"제품의 전원이 전혀 들어오지 않거나 사용중 갑자기 전원이 꺼진 경우 확인해 주세요. ▣다음 내용을 확인해 주세요▣ ▶제품의 전원코드선이 연결된 콘센트를 확인해주세요. •제품의 전원코드선이 콘센트에 정상적으로 잘 연결되어 있는지 확인해 주세요. •제품의 전원코드선이 콘센트에 연결되어 있다면 해당 콘센트에 드라이기 등 소형 전기제품를 연결하여 콘센트의 전원공급 상태가 정상인지 확인해 주세요. •콘센트에 여러 제품을 연결하여 사용시 전력 과부하로 인해 누전차단기가 내려가거나 작동 중 전원이 꺼질 수 있으므로 제품을 단독으로 연결하여 사용해 주세요. •대기전력 차단 콘센트에 연결하여 사용하는 경우 콘센트 상태를 [상시]로 설정하시거나 일반적인 콘센트에 연결하여 사용해 주세요. <대기전력 차단콘센트 이미지> ▶설치된 장소에 누전차단기를 확인해주세요. •제품이 설치된 장소에 누전차단기(두꺼비집)가 내려가 있는건 아닌지 확인해 주세요. 누전차단기가 내려가 있다면 다시 원상복구하여 사용해 주세요. <누전차단기 예시 이미지> ▶멀티콘센트로 연결하여 사용하는 경우 멀티콘센트를 확인해주세요. •멀티콘센트의 노후화로 작동이 안될 수 있으니 멀티콘센트를 교체한 후 확인해 주세요. •ON/OFF스위치가 없는 정격용량 250V, 16A 이상의 멀티콘센트를 사용해 주세요. •벽면콘센트와 멀티콘센트에 여러 제품을 연결하여 사용시 전력 과부하로 인해 누전차단기가 내려가거나 작동 중 전원이 꺼질 수 있으므로 제품을 단독으로 연결하여 사용해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [서비스센터 홈페이지-방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/43ef292173b648a99e10f027e5f0d4a4.png|https://static.service.skmagic.com/editor/faq/ckimg/efac5526c713497e9f767873b1ad4a17.png
비데,리모컨 작동이 안돼요 (도기버블비데),"비데 본체 전원이 꺼져있거나, 리모컨의 건전지 방전 및 페어링 연결이 끊겨있을 경우 리모컨이 작동되지 않습니다. ▶비데 본체 전원이 OFF되어 있다면 리모컨 작동이 되지 않습니다. 본체 전원을 확인해 주세요. • 비데 본체에 있는 전원 버튼 또는 리모컨의 전원 버튼을 이용하여 비데 본체의 전원을 켜주세요. • 전원이 켜지지 않는다면 비데 전원코드선을 분리 후 다른 가전제품을 연결하여 콘센트 상태를 확인해 주세요. ▶리모컨 전원 버튼 옆 건전지 램프가 점등된 경우 확인해 주세요. • 건전지 교체 알림 램프가 점등되면 건전지를 교체해 주세요. •건전지 교체 시기가 지나 완전 방전된 경우엔 램프에 불이 들어오지 않으므로 그런 경우에도 건전지를 교체하여 확인해 주세요. • AAA사이즈 건전지 3개가 들어갑니다. 건전지의 [+,-] 극을 잘 확인하시어 3개를 모두 교체해 주세요. ▶비데 본체와 리모컨의 페어링(블루투스) 연결 상태를 확인해 주세요. • 비데 본체와 리모컨은 블루투스 연결 방식으로 페어링 연결을 하여 사용하셔야 합니다. 사용 중에도 연결이 끊길 수 있습니다. • 페어링이 끊긴 경우 리모컨의 버튼을 누를때마다 모든 점등 램프가 불이 켜졌다가 꺼지는 증상이 나타납니다. • 페어링은 초기 설치시 또는 리모컨 교체시에 반드시 진행되어야합니다. ▶리모컨 페어링 방법 • 비데 본체 버튼으로 진행해 주셔야 합니다. ①비데의 콘센트가 연결된 상태로 본체의 버튼을 눌러 전원을 OFF해주세요. (버튼은 변좌에 앉았을 때 기준 왼쪽에 있습니다.) ②[세정] 버튼을 3초 이상 '삐' 소리가 날때까지 눌러주세요. ③'삐' 소리가 나면 거의 동시에 [비데] 버튼을 짧게 한번 눌러주세요. ④'띠리링' 소리가 나고 비데 본체에 전원이 켜지면 페어링이 완료된 것입니다. 리모컨 버튼을 눌러 작동여부를 확인해 주세요. ☞서비스 접수는 [방문예약] 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/f1d1a0ad63794f819aa2581569d163c2.png|https://static.service.skmagic.com/editor/faq/ckimg/3920eb97018947ebaaa671bb420f1149.png|https://static.service.skmagic.com/editor/faq/ckimg/704b389cd8424140a15540f820737acc.png
비데,비데 필터 교체는 어떻게 하나요,"비데 필터는 별도로 구매가 가능하며, 자가교체 또는 서비스 접수를 통하여 교체 받으실 수 있습니다. ▶원터치형 필터(ETCBID3000) 교체방법 ▶피팅형 필터(ETCBID4000, ETCBID5000) 교체방법 ▶나사형 필터(ETCBID6000) 교체방법 ☞상담 진행과 부품 구매는 [상담예약] , [부품구매] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/248247b46d854dcaae287ddf781ec320.png|https://static.service.skmagic.com/editor/faq/ckimg/0e84e773acc8458daef476753fc445ee.png|https://static.service.skmagic.com/editor/faq/ckimg/4bcd8809ddcb46829a3f355952f536e1.png
비데,도기버블세정 기능이 안돼요 (도기버블비데),"▶사용자가 시트에 앉아있는 상태로 도기버블세정기능을 작동하였나요? • 사용자가 앉아있지 않은 상태에서만 작동하며, 사용자가 앉아있는 경우 착좌센서가 사용자를 감지하여 버블세정기능 작동을 제한합니다. • 도기버블비데 모델 : BIDS31, BIDS32, BIDS33, BIDS34, BIDS35 ▶도기버블세정제를 확인해 주세요. • 세정제의 잔여량을 확인해 주세요. 모두 소진되었을 경우 새로 구매하셔서 세정제를 교체 후 사용해 주세요. • 세제통이 들뜨지 않게 홈에 잘 맞춰 조립되어있는지 확인해 주세요. ▶도기버블세정 기능 외 다른 기능도 작동하지 않나요? • 온수, 수압 등 다른 기능도 설정이 되지 않는다면 제품의 전원 공급 상태 및 리모컨 페어링, 건전지 방전 등 다른 증상을 확인해야 합니다. ▶버블 세정 작동 시 분사 노즐이 회전 되지 않고, 한 자리에 고정되어 세정제가 분사 된다면 서비스 점검이 필요합니다. ☞서비스 접수는 [방문예약] 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
비데,비데 온수가 따뜻하지 않아요,"▶겨울철 영하의 온도로 비데 설치장소(실외설치 및 외풍발생 등 환경적인 요인)가 낮은 온도로 유지된다면 영향을 받을 수 있습니다. ▶비데 사용중 온수로 바뀌나요? • 노즐 기능을 사용할 경우 호스 관로에 남아 있던 실온 상태의 물이 1~2초 가량 먼저 분사되어 차갑다고 느낄 수 있습니다. 이후 온수가 나온다면 정상적인 증상이므로 안심하고 사용하시면 됩니다. ▶절전모드가 설정되어있나요? • 앉지 않은 상태임에도 절전 램프가 점등되어 있다면, 절전모드 기능 해제 후 시트[강]으로 설정해 주세요. • 절전모드가 설정된 경우 제품 미사용 상태에서는 [약]단계보다 더 낮아진 온도로 온수가 유지되므로 따뜻함을 느끼지 못할 수 있습니다. • 조작부 버튼을 누르거나 착좌센서에 인식된 경우 절전모드가 일시 해제되고 온수가 설정된 온도로 오르기 시작하여 바로 따뜻함을 느끼지 못할 수 있습니다. ▶온수 설정 단계를 확인해 주세요. • [강], [중], [약] 3단계 조절이 가능하며, 온수가 따뜻하지 않다면 [강]으로 설정 후 사용해 주세요. ※온수온도 : 약33℃, 중36℃, 강39℃ (모델별 상이) ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
비데,노즐과 노즐커버 청소는 어떻게 하나요,▶노즐 청소 방법을 확인해 주세요. ①전원코드선이 연결된 상태로 전원을 OFF해주세요. ②[정지] 또는 [세정]버튼을 3초 이상 눌러 노즐이 앞으로 나오면 칫솔을(브러쉬) 이용하여 노즐을 청소해 주세요. ③청소가 끝나면 눌렀던 [정지] 또는 [세정]버튼을 다시 3초 이상 눌러 노즐이 완전히 들어가면 전원을 켜주세요. ▶노즐 커버 청소 방법을 확인해 주세요. ①노즐 커버 위 고정용 플라스틱을 위로 밀어 제거한 후 노즐커버도 동일한 방법으로 분리하여 노즐커버와 주변을 청소 후 역순으로 조립하여 사용해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/d47f40a5b7ec4102b23c0d0bb84d0267.png|https://static.service.skmagic.com/editor/faq/ckimg/5e8383a9fa594164bfea7cb5097a807c.png
