sub_category,title,text,table_markdown,images
공통,"소모품, 부품 구매는 어떻게 하나요?","▶부품을 구매하려 하나요? • 필터, 호스, 소모품 등 구매가 가능하며 판매 품목은 제품마다 상이합니다. • [부품구매] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요. • 서비스센터 홈페이지에서 구매하시려는 경우 제품의 모델명 또는 카테고리 선택 후 부품 명칭을 검색하시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 고객상담센터에서 구매하시려는 경우 제품의 모델명 또는 부품 명칭을 말씀해주시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 일부 부품은 안전상의 이유로 판매가 불가할 수 있으며, 전문가의 점검 및 서비스가 필요할 수 있습니다.",,없음
공통,"품질보증기간, 부품보유기간이 궁금해요","▶제품의 사용설명서, 간단설명서 뒷 부분에서 제품 보증서에서 품질보증기간, 부품보증기간을 확인해 주세요. • 상업용 제품아닌 일반 제품을 상업용으로 사용하는 경우 품질보증기간이 단축됩니다. • 품질보증기간내라도 안전점검을 요청하는경우 전문가의 점검 비용이 발생됩니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/079ca8eb2a424a4e9372d6c16f56336b.png
제빙기,"얼음 생성이 안돼요/얼음양이 작아요 (SIM015,CIM035,CIM050,CIM100)","▶제품의 전원 공급 상태 또는 전원스위치를 확인해 주세요. • 전원이 정상적으로 공급되는지 확인해 주세요. 전원자체가 들어오지 않는 경우 콘센트의 불량인지 차단기가 내려가 있는지 등을 확인해 주세요. • 전원 스위치가 [ICE] 또는 [제빙]으로 선택이 되어있어야 얼음생성이 됩니다. 버튼 스위치를 확인해 주세요. ▶오랜시간동안 얼음이 전혀 만들어지지 않는 경우 물 공급 상태를 확인해 주세요. • 얼음을 얼리기 위해 물이 정상적으로 공급되어야 합니다. 중간밸브 또는 급수호스에 연결된 급수밸브가 '열림' 상태로 되어있는지 확인해 주세요. • 급수호스가 눌려있거나 꺾여있는 부분은 없는지 확인해 주세요. ▶배수 상태를 확인해 주세요. • 배수호스가 눌려있거나 꺾여있는 부분은 없는지와 내부 얼음저장통의 배수구가 막혀있지 않은지 확인해 주세요. • 배수호스를 물통에 연결하여 사용할 경우 호스가 물에 잠기면 배수가 되지 않습니다. 물통을 비워주세요. • 겨울철에 배수호스가 결빙되는 경우가 발생합니다. 제빙기 내부의 얼음을 비우고, 실내온도가 상온으로 올라갈 때까지 충분히 기다려 주세요. ▶부속품의 조립 상태를 확인해 주세요. • 내부 부속품이 오조립되었다면 얼음이 생성되지 않을 수 있습니다. 부속품 조립 상태를 확인해 주세요. ▶응축기의 먼지를 청소해 주세요. • 응축기에 먼지가 쌓여 통풍이 잘 되지 않으면 얼음 생성이 원활하지 않고 기계 작동에 무리가 가해져 고장의 원인이 됩니다. 주 1회 이상 주기적으로 진공청소기를 이용하여 응축기를 청소해 주세요. ※응축기 청소방법이 궁금하다면 [제빙기 응축기 청소는 어떻게 해야하나요] 바로가기 ☞모델에 따라 내용에 차이가 있을 수 있습니다. 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/5b4f5e172be547d7814830e18bcfdb8f.png|https://static.service.skmagic.com/editor/faq/ckimg/ea3b63e5c6cf424faabf213adffe13f7.png
제빙기,"얼음 생성이 안돼요/얼음양이 작아요 (CIM010, CIM012, CIM015, CIM020)","▶표시창의 상태를 확인해 주세요. • 얼음낙하오류가 표시되는 경우 제빙칸이 정상적으로 놓여있지 않으므로 알맞게 다시 조립해 주세요. • 제빙예약 켜짐/꺼짐이 표시되는 경우 설정시간에만 제빙이 이루어지므로 지속적인 제빙을 원하는 경우 시간 선택 버튼을 눌러 예약기능을 OFF해주세요. • 온도계가 표시되지 않는 경우 물부족 상태로 물을 보충하거나, 급수호스를 연결하여 사용하는 경우 중간밸브가 열려있는지 호스의 눌림이나 꺽임은 없는지 확인해 주세요. ※모델에 따라 내용에 차이가 있을 수 있습니다. 정확한 내용은 제품별 사용설명서를 참고해 주세요. ☞서비스 접수는 [방문예약] 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/235f754798e640458ade7b55166755bc.png|https://static.service.skmagic.com/editor/faq/ckimg/0f629ab0dfb045878bff25f2a00991eb.png
제빙기,"제빙기 응축기 청소는 어떻게 해야하나요 (SIM015, CIM035, CIM050, CIM100)","▶모델별 응축기 청소 방법을 참고해 주세요. • 적용모델 : SIM015, CIM035HB ①제빙기 도어를 열고 하단 스위치를 OFF상태로 변경해 주세요. ②하단에 위치한 판넬의 양쪽나사 2개를 풀어주세요. ③진공청소기 또는 물티슈 등을 이용하여 응축기 표면에 붙어있는 먼지를 제거해 주세요. ④청소 완료 후 판넬을 다시 끼우고 나사를 조립한 후 스위치를 ICE 상태로 변경해 주세요. • 적용모델 : CIM050, CIM100 ①스위치를 OFF상태로 변경해 주세요. ②CIM050QA : 전면 하단에 있는 나사를 풀고 앞 판넬을 분리해 주세요. CIM100QA : 전면부 응축기 필터 고정손잡이를 눌러 필터를 분리해 주세요. ③진공청소기 또는 물티슈 등을 이용하여 응축기 표면에 붙어있는 먼지를 제거해 주세요. ④청소 완료 후 판넬 또는 필터를 다시 조립한 후 스위치를 ICE 상태로 변경해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/99189167031d4d63afd7f4449fd74517.png|https://static.service.skmagic.com/editor/faq/ckimg/8b3772b106bb4e268422cb52d6312abc.png|https://static.service.skmagic.com/editor/faq/ckimg/bc93e30da69a43a99034790cf42464e7.png|https://static.service.skmagic.com/editor/faq/ckimg/008f14e1ebaa431490c27d38cf75ebc8.png|https://static.service.skmagic.com/editor/faq/ckimg/927db244059349879952588e9eb78ee6.png|https://static.service.skmagic.com/editor/faq/ckimg/da9f63ac2714463cb66a319f6ff63f44.png
제빙기,제빙기에 물이 공급되지 않아요,"▶제빙기의 급수호스 및 급수 밸브를 확인합니다. • 급수호스가 눌려있거나 꺾여있는 부분은 없는지 확인해 주세요. • 제빙기의 중간밸브 또는 급수호스에 연결된 급수밸브가 '열림' 상태로 되어있는지 확인해 주세요. ▶단수 및 원수도밸브가 [열림] 상태인지 확인합니다. • 제빙기와 연결되어있는 정수기 또는 제빙기 전용 필터로 물 공급이 정상적으로 되고 있는지 확인이 필요합니다. 정수기 또는 전용필터와 연결된 원수도밸브의 '열림' 상태, 단수여부, 중간밸브 '열림' 상태를 확인해 주세요. ※소형제빙기는(CIM010, CIM012, CIM015) 급수호스 연결이 불가합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/cda088b1a5404bd3b72f21a37b55104d.png
제빙기,얼음 또는 내부에서 이물질이 나와요,"깨끗한 얼음생성을 위해서는 주기적인 필터교체 및 제품 내부 청소가 필요합니다. ▶ 정수기 또는 제빙기 전용필터의 교체주기에 맞춰 필터를 교체해 주세요. ( 구독 로 사용시 교체주기에 맞춰 방문드리고 있습니다.) • 내부 부속품 또는 얼음보관통을 주기적으로 청소해 주세요. • [ 셀프클린] 또는 [WASH] 모드를 이용하여 내부의 얼음생성부를 청소해주세요. ※제빙기 청소방법이 알고 싶다면? [소형 제빙기 청소는 어떻게 해야하나요 (CIM010, CIM012, CIM015, CIM020)] ← 바로가기 클릭 [제빙기 청소는 어떻게 해야하나요 (SIM015, CIM035, CIM050, CIM100)] ← 바로가기 클릭 [제빙기 청소는 어떻게 해야하나요 (CIM200, CIM300)] ← 바로가기 클릭 ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
제빙기,"제빙기 청소는 어떻게 해야하나요 (CIM010, CIM012, CIM015, CIM020)","▶ 본체 외관 청소 방법 ①청소하기 전 반드시 전원코드를 분리해 주세요. ②부드러운 젖은 수건으로 제품 표면을 닦아줍니다. ※ 벤젠, 알코올, 가솔린과 같은 화학제품은 외관 손상이나 변형, 변색의 원인이 될 수 있으므로 사용하지 마세요. ▶ 내부 물탱크 청소 방법 ①청소하기 전 전원코드 분리 후, 남아있는 얼음은 모두 꺼내주세요. ②배수마개를 열고 내부에 있는 물을 전부 비워주세요. ③깨끗한 헝겊 또는 수건으로 물탱크 내부를 구석구석 닦아주세요. ④깨끗한 물을 넣고 물탱크 내부를 헹궈준 후 사용했던 물은 배수시켜 주세요. ※ 유기용매, 끓는물, 세제, 강산성물질, 알칼리성물질 등을 사용하지 마세요. ▶ 셀프클린모드를 이용한 청소 방법 ※ 새제품 또는 보관 후 처음 사용시 위생을 위해 셀프클린모드를 진행해 주세요. ①깨끗한 물을 물탱크 MAX 라인까지 채워줍니다. ②[제빙]버튼을 5초이상 길게 누르면 '삐' 소리가 나면서 자동으로 셀프클린 모드가 실행됩니다. ③제빙칸과 제빙봉에 물이 채워지고 버려지는 과정이 5회 반복되고 자동으로 종료됩니다. (단, CIM020 모델은 자동종료기능이 없으므로 5분 후 [제빙]버튼을 5초 이상 '삐' 소리가 날때까지 눌러 종료) ④배수마개를 열고 물탱크 내부의 물을 전부 비우고 배수마개를 닫아줍니다. ⑤상기 과정을 한번 더 진행합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
제빙기,"제빙기 청소는 어떻게 해야하나요 (SIM015, CIM035, CIM050, CIM100)","▣다음 내용을 체크해 주세요▣ 1. 내부 부속품 청소 방법 ※청소 전 전원을 끄고, 내부에 남아있는 얼음은 모두 꺼내주세요. ①도어를 열어 주세요. ②판넬 양쪽 끝에 나사를 풀고 날개부를 분리해 주세요. ③미끄럼판을 분리하여 물로 세척하여 청소해 주세요. ④노즐부를 분리한 후 부드러운 솔을 이용하여 이물질을 청소해 주세요. 노즐은 절대 분리하지 않습니다. ⑤내부의 물받이를 청소하기 위해 배수마개를 바깥쪽으로 빼면 남아있는 물은 자동적으로 배수됩니다. 배수마개는 배수 후 반드시 끼워주셔야합니다. ⑥물받이 밑바닥에 남아있는 이물질을 제거하기 위해서 스폰지를 사용하여 물받이를 청소해 주세요. ⑦여과망을 빼내어 청소해 주세요. 청소후에는 꼭 다시 조립해 주세요. 여과망이 없으면 이물질로 인해 노즐이 막힐 수 있습니다. 2. [WASH] 모드 청소 방법 ①전원을 끄고, 얼음을 모두 꺼내주세요. ②식기세척기용 중성세제 30g을 35℃~45℃의 온수 4ℓ에 희석하여 내부 물받이에 넣어주세요. ③작동 스위치를 [WASH]로 설정해주세요. ④약 2분간 급수가 되고 5분정도 순환펌프가 가동되는 과정이 3회 반복 진행이 됩니다. ⑤물받이 배수마개를 분리하여 배수를 한 후 깨끗한 물을 넣고 다시 한번 더 [WASH] 모드로 작동해 주세요. ⑥필요에 따라 상기과정을 2~3회 반복 실시해 주세요. ⑦청소 종료 후 내부를 음용수로 헹군 다음 첫 가동으로 생성된 얼음은 버리고 2차 생성된 얼음부터 사용해 주세요. ※적용모델 - SIM015, CIM035, CIM050, CIM100 ▣추가 문의가 있으신가요?▣ ☞ 서비스 홈페이지 접속 → 상담예약 → [온라인상담/상담예약] 메뉴를 이용해 보세요. 서비스 접수 요청시 고객상담센터(☎1600-1661) 또는 서비스 홈페이지 → [방문예약] 메뉴를 통해 신청해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/8e0076a3bce3403194f5bdd733c75188.png|https://static.service.skmagic.com/editor/faq/ckimg/9673fc7514b046e6a3fbc36dca1e34b9.png|https://static.service.skmagic.com/editor/faq/ckimg/ec7899d009314decb8c0733adf6c2592.png|https://static.service.skmagic.com/editor/faq/ckimg/8e7563c7c64f45ac9ef93a5148820d82.png|https://static.service.skmagic.com/editor/faq/ckimg/ae404af21a4b4b47a3085c83dbfe0a08.png|https://static.service.skmagic.com/editor/faq/ckimg/6e1d3449a0dc49a4887517fbaafe0b84.png
제빙기,배수가 안되고 내부에 물이 고여있어요,"배수가 정상적으로 되지 않으면 내부에 물이 고여 생성되어있던 얼음이 녹고, 얼음생성에도 영향을 미칩니다. ▶배수펌프가 장착된 모델의 경우 제품의 전원 공급 상태를 확인해 주세요. • 배수펌프 적용 모델 : SIM015, CIM035 • 벽면콘센트에 제품의 전원코드가 정상적으로 잘 꽂혀있는지 확인 및 전원 코드를 분리하여 10초 후 다시 연결해 주세요. • 제품 전원코드가 연결된 콘센트에 다른 가전제품를 연결하여 전원이 들어오는지 확인해 주세요. • 누전 차단기가 내려가 있다면 다시 원상복구하여 확인해 주세요. ▶배수호스 상태를 확인해 주세요. • 배수호스 또는 배수호스가 설치되어 있는 배수구의 막힘은 없는지 확인해 주세요. • 배수호스의 꺾임이나 눌려있는 부분은 없는지 확인해 주세요. • 배수호스가 지면에서 10cm 이내로 설치가 되어있는지 확인해 주세요. 자연배수의 경우 배수호스의 설치위치가 지면으로부터 높아지면 역류가 되고 배수가 어려울 수 있습니다. • 배수펌프 적용 모델(SIM015, CIM035) 제외하고는 자연배수 방식입니다. • 소형제빙기는(CIM010, CIM012, CIM015, CIM020) 구조상 배수호스 연결이 불가합니다. ▶내부 여과망을 청소합니다. • 배수펌프 적용 모델 : SIM015, CIM035, CIM050, CIM100 ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/2726211314784da498aea5eb0716423c.png
