sub_category,title,text,table_markdown,images
정수기,여름철 정수기 사용 및 관리 방법이 궁금해요,▶ 휴가 출발 전/도착 후 정수기 조치 방법 ▶ 얼음이 나오지 않나요? ▶ 얼음이 녹거나 깨져서 나오나요? ▶ 냉수가 시원하지 않나요? ▶ 정수기 아래로 물이 새나요?(결로현상) ※ 정수기 많이하는 질문보기(클릭),,없음
정수기,이사를 하는데 이전설치는 어떻게 해야하나요,"정수기 분리 또는 설치시 부속품 손상 및 누수 발생 위험 요소가 있어 서비스 접수를 권장합니다. ▶서비스 요청시 분리 비용과 재설치 비용은 각각 발생됩니다. • [이용 요금안내] 에서 비용 확인이 가능합니다. • 구독제품을 일반구매제품으로 접수시 비용이 추가될 수 있습니다. ▶제품 이동서비스는 불가하므로, 분리된 제품은 부속품들을 빠짐없이 챙기신 후 설치하는 장소까지 옮겨주셔야 합니다. • 조리수밸브 설치 요청시 기존의 조리수밸브도 분리하여 가져오셔야 합니다. • 조리수밸브 교체 및 설치 요청시 추가 비용 발생됩니다. ☞제품 분리 및 재설치 서비스 접수는 [분리/설치 예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
정수기,"냉수 램프가 켜져있는데 냉수가 안 나와요.(직수형, 얼음정수기)",#냉수램프들어오나 출수안됨 #출수안됨 #냉수안나옴 ▶내부 온도 변화에 의한 일시적인 현상일 수 있음으로 아래와 같이 확인해 주세요. ①정수기의 냉수 기능을 'OFF'상태로 설정한 뒤 냉수 사용을 멈춰주세요. ②12시간 이상 경과 후 냉수 기능을 다시 'ON'상태로 설정해 주세요. ③냉수 선택 후 연속으로 총 3회 출수해 주세요. (1회당 약 1L~1.5L) ▶제품 모델별 [냉수] ON/OFF 설정 방법 ☞확인 후에도 동일 증상이라면 점검이 필요합니다. 서비스 접수는 [방문예약] 을 이용해주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/1dea7e36ba7b4b0698366916596ecf05.png
정수기,정수기에서 물이 나오지 않아요,"정수기에서 모든 물이 출수되지 않는 경우 다음 내용을 확인해 주세요. ▶전원코드가 정상적으로 연결되어 있는지 확인해 주세요. • 전원코드선 연결상태 확인 및 콘센트 이상 여부를 확인해 주세요. • 역삼투압 정수기의 경우 전원이 꺼져있다면 승압펌프도 가동되지 않습니다. ▶취수량을 확인해 주세요. • 역삼투압 정수기와 탱크형 정수기는 연속취수량이 1L 이상정도가 되면, 저수조에 물이 채워지는 시간이 약 1-2시간이상 소요가 됩니다. • 물을 사용하지 않고 2시간 이후 출수되는지 확인해 주세요. ▶물 공급 상태를 확인해 주세요. • 정수기와 연결된 수도의 단수여부를 확인해 주세요. • 물이 지나는 호스가 꺾이거나 눌려있진 않은지 확인해 주세요. • 중간밸브나 볼밸브, 원수도밸브가 모두 열린 상태로 출수가 되는지 확인해 주세요. • 역삼투압 정수기와 탱크형 정수기는 밸브를 열고 두시간 이후 출수가 되는지 확인해 주세요. • 겨울철에는 한파로 인해 수도가 동파되거나 정수기 호스선이 결빙될 수 있으니 호스선 결빙시 뜨거운 물수건으로 호스를 감싸서 녹여주세요. ▶밸브 잠김상태와 열림상태를 확인해 주세요. • 밸브 손잡이의 날개 부분이 호스 방향과 일치하면 밸브는 열림 상태입니다. 모델에 따라 내용에 차이가 있을 수 있습니다. ☞서비스 접수는 [A/S방문예약] 상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/ce3b6965a5414704aea59454321a01be.png|https://static.service.skmagic.com/editor/faq/ckimg/9cbbfc3c26674a36a9374a0ede071d58.png|https://static.service.skmagic.com/editor/faq/ckimg/e19e69baa1244cf9a9cd974618f5119f.png|https://static.service.skmagic.com/editor/faq/ckimg/7aa68e8f25fb4f2bb56055354d1916f6.png
정수기,WPUIAC403 원코크 얼음물 정수기 얼음이 안 나와요.,"▶[얼음] 버튼을 10초이상 길게 눌러 주세요. • 내부 보관통에 있던 얼음이 출빙되기 위해 아래에서 위로 올라오는 구조임으로, [얼음]버튼을 길게 눌러주세요. ※ 단, [얼음물]버튼은 짧게 눌러도 출수 가능합니다. ▶[얼음]램프가 켜져 있는지 확인해 주세요. • [얼음]버튼이 잠금 상태일 경우 버튼을 누르면 '띵띵'~소리와 함께 램프에 불이 들어오지 않습니다. • [얼음]잠금해제 : [잠금]버튼을 3초간 누른 뒤, [얼음]버튼을 누르면 약 7초 후 잠금이 해제됩니다. • [얼음]잠금해제 이후 얼음 보관통에 얼음이 없을 경우 바로 출빙되지 않습니다. ▶냉수 사용량을 확인해 주세요. • 냉수 사용량이 많을 경우 얼음 생성이 지연됩니다. • 냉수를 사용하지 않은 상태에서 1~2시간 이후 확인해 주세요. ▶온수 및 고온수가 정상적으로 출수되는지 확인해 주세요. • 배수호스 꺾임 여부에 대한 확인을 온수 또는 고온수 출수 여부로 대체하여 확인해 주세요. ▶얼음이 생성되는 시간을 확인해 주세요. • 얼음은 한번에 5개씩 생성됩니다. • 주위 온도에 따라 생성되는 속도와 시간이 다르며, 평균 약 15분~20분 정도 소요됩니다. ▶팬 필터를 청소해 주세요. ①제품 뒷면 하단 우측 먼지필터 손잡이를 앞으로 당겨 분리해 주세요. ②필터의 먼지는 흐르는 물에 깨끗이 세척 후 건조하여 다시 조립해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/d464812120b24474a2b89a3e6217f0b4.png|https://static.service.skmagic.com/editor/faq/ckimg/c739c2a715db433680b98689dbe0b304.png|https://static.service.skmagic.com/editor/faq/ckimg/8bb292feae5f4835abdab26dd46a7ede.png|https://static.service.skmagic.com/editor/faq/ckimg/1796c54db4514919901402feb5d241c3.png|https://static.service.skmagic.com/editor/faq/ckimg/44654bb1c9644b41b98c486352a390dd.png
정수기,냉수버튼과 온수버튼을 누르면 띵 소리만 나고 작동이 안돼요 (직수형정수기),"냉수 또는 온수 버튼을 누르면 '띵' 소리만 나고 버튼 선택이 되지 않는다면 해당 버튼이 잠겨있을 수 있습니다. ▶냉수와 온수버튼이 잠겨있지 않나요? • 자물쇠모양, 열쇠모양, 온수잠금, 냉수잠금 등 잠금 램프가 점등되어있는 경우 사용하려는 기능이 잠겨있을 수 있습니다. • 버튼이 잠겨있는 경우 버튼 선택이 되지 않습니다. 제품별 냉수와 온수 버튼 잠금 설정 및 해제방법을 확인해 주세요. • 설정변경 및 해제를 위해 버튼을 눌렀으나 작동하지 않을경우 전원코드선을 분리한 뒤 30초 후 재연결하여 작동해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,https://static.service.skmagic.com/editor/faq/ckimg/8500286a634143f9aacc2578fc7ad66f.png
공통,"소모품, 부품 구매는 어떻게 하나요?","▶부품을 구매하려 하나요? • 필터, 호스, 소모품 등 구매가 가능하며 판매 품목은 제품마다 상이합니다. • [부품구매] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요. • 서비스센터 홈페이지에서 구매하시려는 경우 제품의 모델명 또는 카테고리 선택 후 부품 명칭을 검색하시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 고객상담센터에서 구매하시려는 경우 제품의 모델명 또는 부품 명칭을 말씀해주시면 더욱 빠르고 쉽게 구매하실 수 있습니다. • 일부 부품은 안전상의 이유로 판매가 불가할 수 있으며, 전문가의 점검 및 서비스가 필요할 수 있습니다.",,없음
정수기,얼음이 나오지 않아요/생성되지 않아요,"▶제빙 기능이 켜져 있나요? • 얼음ON/OFF 램프 또는 얼음 모양 램프가 켜져있어야 제빙이 되어 얼음을 출빙할 수 있으므로 램프 점등 상태를 확인해 주세요. • [얼음] 버튼 또는 [얼음]+[출빙]버튼을 5초이상 길게 누르면 제빙기능을 ON/OFF 할 수 있습니다. ▶전체 버튼 또는 얼음 출빙 버튼이 잠겨있지 않나요? • 얼음 잠금 또는 전체 잠금 램프가 켜져있는 경우 출빙이 불가하므로 버튼 잠금 상태를 확인해 주세요. • 잠금 상태가 아니라면 출빙버튼을 10초이상 길게 눌러 얼음이 출빙되는지 확인해 주세요. ▶냉수나 얼음 사용량이 많았나요? • 냉수 우선 적용 프로그램으로 냉수를 사용하는 동안은 얼음 생성이 지연됩니다. 냉수를 사용하지 않은 상태에서 약 1~2시간 이후 확인해 주세요. ▶정상적으로 물공급이 되고 있나요? • 연결된 정수기에서 물이 나오는지 확인해 주세요. • 정수기 물이 나오지 않는다면 중간밸브 및 수도밸브의 잠김 상태 또는 급수 호스의 꺾임, 눌림 등이 없는지 확인해 주세요. ▶위 내용대로 했으나 얼음이 나오지 않나요? • 제품의 전원코드선을 분리한 뒤 30초 후 재연결하여 얼음ON 버튼이 점등된 상태로 2시간 후 얼음을 사용해 주세요. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
정수기,냉수가 차갑지 않아요,"▶냉수 램프가 켜져있는지 확인해 주세요. • 냉수 램프가 꺼져있다면, 냉수 램프를 ON으로 변경해 주세요. • 냉수 램프가 이미 점등된 상태라면 전원 코드선을 분리한 뒤, 10초 후 재 연결하여 확인해 주세요. ※ 단, 탱크형 모델은 전원 코드선 재 연결 후 1시간 뒤 확인해 주세요. ▶종이컵을 이용하여 냉수 온도를 확인해 주세요. • 여름철에는 급수되는 원수(수도) 주변 환경에 따라 온도가 상승되어 냉수 온도가 미지근할 수 있습니다. • 머그컵, 유리컵 등 컵 재질 및 두께에 따라 첫잔 온도가 높을 수 있음으로, 종이컵으로 두 번째 잔을 출수하여 냉수 온도를 확인해 주세요. ▶한번에 많은 물을 사용한 경우에는 1시간 후 냉수 온도를 확인해 주세요. • 1L이상 한번에 많은 물을 사용했을 경우 냉각수가 차가워지는데 까지 시간이 소요가 됩니다. • 특히 여름철은 냉수 사용량이 많음으로 냉수가 미지근한 경우엔, 최소 1시간 이후 사용해 주세요. ▶제품 좌, 우, 후면이 벽면 또는 다른 가전으로 부터 최소 10cm이상의 여유 공간이 있는지 확인해 주세요. • 정수기에서 발생하는 열기가 밖으로 순환되지 못하면 내부가 과열되어 냉수가 미지근하게 나올 수 있음으로, 벽면 또는 다른 가전으로 부터 최소 10cm이상의 여유 공간이 필요합니다. ☞상담 진행은 [상담예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.",,없음
정수기,"냉수와 온수 물이 출수가 안돼요 (WPUC500, WPUC520)",▶냉수가 차갑지 않은 경우 냉수 ON/OFF 램프가 켜져있는지 확인해 주세요. • 냉수 ON/OFF 버튼을 5초 이상 길게 눌러 냉수 기능을 ON/OFF 할 수 있습니다. ▶온수가 뜨겁지 않은경우 온수 ON/OFF 램프가 켜져있는지 확인해 주세요. • 온수 ON/OFF 버튼을 5초 이상 길게 눌러 온수 기능을 ON/OFF 할 수 있습니다. ▶물이 전혀 나오지 않는 경우 확인해 주세요. • 냉수ON/OFF 버튼과 냉수선택버튼이 점등된 상태에서 냉수 출수가 가능합니다. • 온수ON/OFF 버튼과 온수선택버튼이 점등된 상태에서 온수 출수가 가능합니다. ▶버튼을 눌러도 반응이 없는 경우 확인해 주세요. • 해당 버튼 하나만 누른게 맞는지 확인 후 5초 이상 반응이 있을 때까지 눌러 확인해 주세요. • 제품의 전원콘센트를 분리한 뒤 30초 후 재연결하여 확인해 주세요. ☞확인 후에도 동일 증상이라면 전문가의 점검이 필요합니다. 서비스 접수는 [방문예약] 또는 [고객상담센터 ☎1600-1661]을 이용해 주세요.,,https://static.service.skmagic.com/editor/faq/ckimg/ebc3f4227a724431b362966fb93e57b4.png
